"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2756","","","","0"
"2003-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","2836","","","","0"
"2004-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3012","","","","0"
"2004-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3168","","","","0"
"2004-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3252","","","","0"
"2004-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3280","","","","0"
"2005-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3260","","","","0"
"2005-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3292","","","","0"
"2005-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3348","","","","0"
"2005-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3424","","","","0"
"2006-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3536","","","","0"
"2006-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3584","","","","0"
"2006-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3660","","","","0"
"2006-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3716","","","","0"
"2007-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3764","","","","0"
"2007-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3816","","","","0"
"2007-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3836","","","","0"
"2007-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3888","","","","0"
"2008-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3944","","","","0"
"2008-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3976","","","","0"
"2008-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3972","","","","0"
"2008-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3924","","","","0"
"2009-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3596","","","","0"
"2009-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3604","","","","0"
"2009-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3676","","","","0"
"2009-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3796","","","","0"
"2010-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","3904","","","","0"
"2010-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4016","","","","0"
"2010-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4092","","","","0"
"2010-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4140","","","","0"
"2011-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4136","","","","0"
"2011-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4092","","","","0"
"2011-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4072","","","","0"
"2011-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4076","","","","0"
"2012-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4156","","","","0"
"2012-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4236","","","","0"
"2012-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4304","","","","0"
"2012-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4352","","","","0"
"2013-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4256","","","","0"
"2013-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4272","","","","0"
"2013-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4264","","","","0"
"2013-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4224","","","","0"
"2014-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4252","","","","0"
"2014-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4300","","","","0"
"2014-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4356","","","","0"
"2014-10","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4388","","","","0"
"2015-01","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4368","","","","0"
"2015-04","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4432","","","","0"
"2015-07","Canada","2016A000011124","Seasonally adjusted at annual rates","From non-profit institutions serving households","Dollars","81","millions","6","v62305965","1.1.14","4448","","","","0"
