"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1975-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","6336","","","","0"
"1976-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","6972","","","","0"
"1976-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","7076","","","","0"
"1976-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","7692","","","","0"
"1976-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","8140","","","","0"
"1977-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","7928","","","","0"
"1977-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","8100","","","","0"
"1977-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","8148","","","","0"
"1977-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","8276","","","","0"
"1978-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","8408","","","","0"
"1978-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","8920","","","","0"
"1978-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","9140","","","","0"
"1978-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","9608","","","","0"
"1979-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","9628","","","","0"
"1979-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","9692","","","","0"
"1979-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","10000","","","","0"
"1979-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","9708","","","","0"
"1980-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","10544","","","","0"
"1980-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","10540","","","","0"
"1980-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","10864","","","","0"
"1980-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","11380","","","","0"
"1981-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","12596","","","","0"
"1981-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","13196","","","","0"
"1981-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","13764","","","","0"
"1981-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","14584","","","","0"
"1982-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","15292","","","","0"
"1982-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","14428","","","","0"
"1982-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","14824","","","","0"
"1982-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","15928","","","","0"
"1983-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","15772","","","","0"
"1983-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","17288","","","","0"
"1983-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","18944","","","","0"
"1983-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","18892","","","","0"
"1984-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","19768","","","","0"
"1984-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","19580","","","","0"
"1984-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","19856","","","","0"
"1984-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","18120","","","","0"
"1985-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","20320","","","","0"
"1985-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","20940","","","","0"
"1985-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","21952","","","","0"
"1985-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","22772","","","","0"
"1986-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","22952","","","","0"
"1986-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","22804","","","","0"
"1986-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","23852","","","","0"
"1986-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","24880","","","","0"
"1987-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","25284","","","","0"
"1987-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","25892","","","","0"
"1987-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","26772","","","","0"
"1987-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","26460","","","","0"
"1988-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","27936","","","","0"
"1988-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","29324","","","","0"
"1988-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","29640","","","","0"
"1988-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","32868","","","","0"
"1989-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","29712","","","","0"
"1989-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","30304","","","","0"
"1989-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","30864","","","","0"
"1989-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","31576","","","","0"
"1990-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","31972","","","","0"
"1990-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","33660","","","","0"
"1990-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","33068","","","","0"
"1990-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","34368","","","","0"
"1991-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","34168","","","","0"
"1991-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","34216","","","","0"
"1991-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","37320","","","","0"
"1991-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","37976","","","","0"
"1992-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","37756","","","","0"
"1992-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","38932","","","","0"
"1992-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","39204","","","","0"
"1992-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","40256","","","","0"
"1993-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","39800","","","","0"
"1993-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","40432","","","","0"
"1993-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","40732","","","","0"
"1993-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","41844","","","","0"
"1994-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","41904","","","","0"
"1994-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","42696","","","","0"
"1994-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","43140","","","","0"
"1994-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","44732","","","","0"
"1995-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","44388","","","","0"
"1995-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","44076","","","","0"
"1995-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","44972","","","","0"
"1995-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","46912","","","","0"
"1996-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","43564","","","","0"
"1996-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","43724","","","","0"
"1996-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","44084","","","","0"
"1996-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","46776","","","","0"
"1997-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","47968","","","","0"
"1997-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","48820","","","","0"
"1997-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","47572","","","","0"
"1997-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","44500","","","","0"
"1998-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","48624","","","","0"
"1998-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","50072","","","","0"
"1998-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","49300","","","","0"
"1998-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","48868","","","","0"
"1999-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","50176","","","","0"
"1999-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","51608","","","","0"
"1999-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","51484","","","","0"
"1999-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","53336","","","","0"
"2000-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","54860","","","","0"
"2000-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","56596","","","","0"
"2000-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","56956","","","","0"
"2000-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","55432","","","","0"
"2001-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","59520","","","","0"
"2001-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","61140","","","","0"
"2001-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","60288","","","","0"
"2001-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","60604","","","","0"
"2002-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","64116","","","","0"
"2002-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","64656","","","","0"
"2002-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","64512","","","","0"
"2002-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","65708","","","","0"
"2003-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","65480","","","","0"
"2003-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","68472","","","","0"
"2003-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","68988","","","","0"
"2003-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","70928","","","","0"
"2004-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","68936","","","","0"
"2004-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","70696","","","","0"
"2004-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","70528","","","","0"
"2004-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","72488","","","","0"
"2005-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","73452","","","","0"
"2005-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","75804","","","","0"
"2005-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","74452","","","","0"
"2005-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","74860","","","","0"
"2006-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","77164","","","","0"
"2006-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","78296","","","","0"
"2006-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","77484","","","","0"
"2006-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","78200","","","","0"
"2007-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","71768","","","","0"
"2007-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","83560","","","","0"
"2007-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","87784","","","","0"
"2007-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","85368","","","","0"
"2008-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","84488","","","","0"
"2008-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","82348","","","","0"
"2008-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","81596","","","","0"
"2008-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","85588","","","","0"
"2009-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","87112","","","","0"
"2009-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","85100","","","","0"
"2009-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","84072","","","","0"
"2009-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","86584","","","","0"
"2010-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","85376","","","","0"
"2010-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","85080","","","","0"
"2010-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","86740","","","","0"
"2010-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","88644","","","","0"
"2011-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","87292","","","","0"
"2011-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","91392","","","","0"
"2011-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","91608","","","","0"
"2011-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","91972","","","","0"
"2012-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","93364","","","","0"
"2012-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","95408","","","","0"
"2012-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","98048","","","","0"
"2012-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","97708","","","","0"
"2013-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","100236","","","","0"
"2013-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","100388","","","","0"
"2013-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","101108","","","","0"
"2013-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","102328","","","","0"
"2014-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","103432","","","","0"
"2014-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","103436","","","","0"
"2014-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","103836","","","","0"
"2014-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","105620","","","","0"
"2015-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","106652","","","","0"
"2015-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","107268","","","","0"
"2015-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","107940","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","110988","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","110240","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","110284","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","110748","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","110064","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","109604","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","110092","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","111200","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","111796","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","114988","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","115856","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","116588","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","116172","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","118996","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","120452","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","119976","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","121868","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","121140","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","114088","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","117112","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","123044","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","127540","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","131044","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","135824","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","137852","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","137548","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","142984","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","148364","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","148124","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","156716","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","160376","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","161596","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","166620","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Other current transfers","Dollars","81","millions","6","v62305977","1.1.26","168896","","","","0"
"1961-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","440","","","","0"
