REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Canadian and foreign direct investment,Countries or regions,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2023,Canada,2016A000011124,Mining and oil and gas extraction [21],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661166,1.15.2.1,151525,,,,0
1999,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,13288,,,,0
2000,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,17623,,,,0
2001,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,20966,,,,0
2002,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,29901,,,,0
2003,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,27868,,,,0
2004,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,38284,,,,0
2005,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,44686,,,,0
2006,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,50815,,,,0
2007,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,50065,,,,0
2008,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,65000,,,,0
2009,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,51120,,,,0
2010,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,59500,,,,0
2011,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,59809,,,,0
2012,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,56915,,,,0
2013,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,53569,,,,0
2014,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,63172,,,,0
2015,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,64892,,,,0
2016,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,67835,,,,0
2017,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,70812,,,,0
2018,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,59585,,,,0
2019,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,72334,,,,0
2020,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,43378,,,,0
2021,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,19964,,,,0
2022,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,26117,,,,0
2023,Canada,2016A000011124,Oil and gas extraction [211],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661172,1.16.1.1,38917,,,,0
1999,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,17619,,,,0
2000,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,25412,,,,0
2001,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,36487,,,,0
2002,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,39096,,,,0
2003,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,38404,,,,0
2004,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,40557,,,,0
2005,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,50592,,,,0
2006,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,49545,,,,0
2007,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,66856,,,,0
2008,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,77305,,,,0
2009,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,73564,,,,0
2010,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,86828,,,,0
2011,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,95493,,,,0
2012,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,85993,,,,0
2013,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,108281,,,,0
2014,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,122548,,,,0
2015,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,133470,,,,0
2016,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,134715,,,,0
2017,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,133132,,,,0
2018,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,136071,,,,0
2019,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,102964,,,,0
2020,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,75774,,,,0
2021,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,91245,,,,0
2022,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,102327,,,,0
2023,Canada,2016A000011124,Oil and gas extraction [211],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661178,1.16.2.1,95897,,,,0
1999,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,23878,,,,0
2000,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,23666,,,,0
2001,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,23666,,,,0
2002,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,22779,,,,0
2003,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,22374,,,,0
2004,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,22481,,,,0
2005,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,23025,,,,0
2006,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,23849,,,,0
2007,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,25045,,,,0
2008,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,27189,,,,0
2009,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,38801,,,,0
2010,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,46706,,,,0
2011,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,54541,,,,0
2012,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,63782,,,,0
2013,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,77108,,,,0
2014,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,78744,,,,0
2015,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,82379,,,,0
2016,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,84533,,,,0
2017,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,83915,,,,0
2018,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,79788,,,,0
2019,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,95613,,,,0
2020,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,123737,,,,0
2021,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,99555,,,,0
2022,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,108516,,,,0
2023,Canada,2016A000011124,Mining (except oil and gas) [212],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661184,1.17.1.1,115829,,,,0
1999,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,5520,,,,0
2000,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,5535,,,,0
2001,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,7122,,,,0
2002,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,6069,,,,0
2003,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,5666,,,,0
2004,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,8611,,,,0
2005,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,10291,,,,0
2006,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,22375,,,,0
2007,Canada,2016A000011124,Mining (except oil and gas) [212],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661190,1.17.2.1,23502,,,,0
