REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Canadian and foreign direct investment,Countries or regions,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2001,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,11137,,,,0
2002,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,11577,,,,0
2003,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,13281,,,,0
2004,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,14551,,,,0
2005,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,16454,,,,0
2006,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,18780,,,,0
2007,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,26212,,,,0
2008,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,35134,,,,0
2009,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,39351,,,,0
2010,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,40345,,,,0
2011,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,48063,,,,0
2012,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,50807,,,,0
2013,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,57696,,,,0
2014,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,54976,,,,0
2015,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,52125,,,,0
2016,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,51351,,,,0
2017,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,47129,,,,0
2018,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,42886,,,,0
2019,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,13495,,,,0
2020,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,13924,,,,0
2021,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,8260,,,,0
2022,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,9865,,,,0
2023,Canada,2016A000011124,Petroleum and coal products manufacturing [324],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661339,1.30.2.1,12932,,,,0
1999,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,5291,,,,0
2000,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,,x,,,0
2001,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,,x,,,0
2002,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,,x,,,0
2003,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,,x,,,0
2004,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,8231,,,,0
2005,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,6592,,,,0
2006,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,8792,,,,0
2007,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,10709,,,,0
2008,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,11930,,,,0
2009,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,13717,,,,0
2010,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,7731,,,,0
2011,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,7584,,,,0
2012,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,7904,,,,0
2013,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,10337,,,,0
2014,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,9970,,,,0
2015,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,12802,,,,0
2016,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,14077,,,,0
2017,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,13063,,,,0
2018,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,12556,,,,0
2019,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,13942,,,,0
2020,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,18723,,,,0
2021,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,12291,,,,0
2022,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,14857,,,,0
2023,Canada,2016A000011124,Chemical manufacturing [325],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661344,1.31.1.1,14661,,,,0
1999,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,14748,,,,0
2000,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,15832,,,,0
2001,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,16770,,,,0
2002,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,17435,,,,0
2003,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,17154,,,,0
2004,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,19399,,,,0
2005,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,20770,,,,0
2006,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,23359,,,,0
2007,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,24587,,,,0
2008,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,27421,,,,0
2009,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,30378,,,,0
2010,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,26963,,,,0
2011,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,21514,,,,0
2012,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,23837,,,,0
2013,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,27636,,,,0
2014,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,29442,,,,0
2015,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,28343,,,,0
2016,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,37283,,,,0
2017,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,37733,,,,0
2018,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,39626,,,,0
2019,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,43024,,,,0
2020,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,44509,,,,0
2021,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,40626,,,,0
2022,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,46102,,,,0
2023,Canada,2016A000011124,Chemical manufacturing [325],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661350,1.31.2.1,47403,,,,0
1999,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,1224,,,,0
2000,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,1324,,,,0
2001,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,1466,,,,0
2002,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,2013,,,,0
2003,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,1779,,,,0
2004,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,2619,,,,0
2005,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,2812,,,,0
2006,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,2775,,,,0
2007,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,2619,,,,0
2008,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,3446,,,,0
2009,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,3290,,,,0
2010,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,2008,,,,0
2011,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,789,,,,0
2012,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,683,,,,0
2013,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,602,,,,0
2014,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,688,,,,0
2015,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,1965,,,,0
2016,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,959,,,,0
2017,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,1869,,,,0
2018,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,6059,,,,0
2019,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,4982,,,,0
2020,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,6004,,,,0
2021,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,3709,,,,0
2022,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,3593,,,,0
2023,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661356,1.32.1.1,3162,,,,0
1999,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,4317,,,,0
2000,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,4717,,,,0
2001,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5666,,,,0
2002,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5562,,,,0
2003,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5338,,,,0
2004,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5490,,,,0
2005,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5753,,,,0
2006,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,7565,,,,0
2007,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,6990,,,,0
2008,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,7068,,,,0
2009,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,6729,,,,0
2010,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5098,,,,0
2011,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,4248,,,,0
2012,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5680,,,,0
2013,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5431,,,,0
2014,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,4725,,,,0
2015,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,3787,,,,0
2016,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,4447,,,,0
2017,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5455,,,,0
2018,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,5754,,,,0
2019,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,8534,,,,0
2020,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,8464,,,,0
2021,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,9826,,,,0
2022,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,11436,,,,0
2023,Canada,2016A000011124,Plastics and rubber products manufacturing [326],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661362,1.32.2.1,12755,,,,0
1999,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,3048,,,,0
2000,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2621,,,,0
2001,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,3257,,,,0
2002,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,3028,,,,0
2003,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2632,,,,0
2004,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2105,,,,0
2005,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2237,,,,0
2006,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,6439,,,,0
2007,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,5590,,,,0
2008,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,6787,,,,0
2009,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,6212,,,,0
2010,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,5953,,,,0
2011,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,6384,,,,0
2012,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,5305,,,,0
2013,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,5835,,,,0
2014,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,1155,,,,0
2015,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2867,,,,0
2016,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2639,,,,0
2017,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2869,,,,0
2018,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,4420,,,,0
2019,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2791,,,,0
2020,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,1257,,,,0
2021,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2685,,,,0
2022,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2189,,,,0
2023,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661368,1.33.1.1,2515,,,,0
1999,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,4867,,,,0
2000,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,5009,,,,0
2001,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,5425,,,,0
2002,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,5682,,,,0
2003,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,6276,,,,0
2004,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,6108,,,,0
2005,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,3659,,,,0
2006,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,6243,,,,0
2007,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,6525,,,,0
2008,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,7768,,,,0
2009,Canada,2016A000011124,Non-metallic mineral product manufacturing [327],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661374,1.33.2.1,8158,,,,0
